P89 M,P89 P,P93 M,P93 P,CP01 M,CP01 P,CH03 M,CH03 P,P07 M,P07 P,W04 M,W04 P,P10 M,P10 P,S21 M,S21 P
-3.93,-2.801437906,,,-3.853,-2.753544524,-2.446,-1.736871377,,,,,,,,
-3.93,-2.801437906,,,-4.057,-2.950475621,-2.53,-1.820871377,,,,,,,,
-3.908,-2.785825689,,,-3.891,-2.787286817,-2.258,-1.547631208,,,,,,,,
-3.917,-2.801282904,,,-3.971,-2.864475621,-2.968,-2.232862459,,,,,,,,
-3.888,-2.778807915,,,-3.611,-2.508700629,-2.482,-1.746862459,,,,,,,,
-3.863,-2.753807915,,,-3.899,-2.806535424,-2.527,-1.790533621,,,,,,,,
-3.904,-2.800106334,,,-3.574,-2.478621517,-2.523,-1.762034671,,,,,,,,
-3.956,-2.858727907,,,-3.814,-2.721535424,-2.518,-1.757034671,,,,,,,,
-3.895,-2.804412242,,,-3.921,-2.828164785,-2.576,-1.79081438,,,,,,,,
-3.809,-2.718412242,,,-3.821,-2.735585389,-2.793,-2.00781438,,,,,,,,
-3.459,-2.37515772,,,-3.835,-2.748090729,-2.81,-2.02481438,,,,,,,,
-3.696,-2.613553202,,,-3.917,-2.828601303,-2.76,-1.949455338,,,,,,,,
-3.861,-2.785392666,,,-3.864,-2.775601303,-2.774,-1.963455338,,,,,,,,
-3.862,-2.793290126,,,-3.755,-2.662164785,-2.844,-2.009797217,,,,,,,,
-3.972,-2.910243956,,,-3.616,-2.524638296,-2.82,-1.985797217,,,,,,,,
-3.913,-2.858252535,,,-3.951,-2.871162978,-2.771,-1.913425415,,,,,,,,
-3.896,-2.841252535,,,-3.923,-2.850290908,-2.615,-1.757425415,,,,,,,,
-3.905,-2.857314243,,,-4.54,-3.472877666,-2.68,-1.799342173,,,,,,,,
-3.782,-2.741427466,,,-3.886,-2.824451013,-2.752,-1.871342173,,,,,,,,
-3.681,-2.647590593,,,-3.87,-2.808451013,-2.728,-1.823055401,,,,,,,,
-3.746,-2.71095258,,,-3.852,-2.797665294,-2.722,-1.817055401,,,,,,,,
-3.692,-2.664129234,,,-3.832,-2.777665294,-2.723,-1.818055401,,,,,,,,
-3.681,-2.660352595,,,-3.806,-2.753326432,-2.695,-1.767557469,,,,,,,,
-3.688,-2.674621081,,,-3.701,-2.655625299,-2.752,-1.824557469,,,,,,,,
-3.601,-2.587621081,,,-3.706,-2.660625299,-2.775,-1.825355072,,,,,,,,
-3.668,-2.661933115,,,-3.746,-2.706239574,-2.735,-1.761898837,,,,,,,,
-3.672,-2.675098794,,,-3.794,-2.752512063,-2.666,-1.692898837,,,,,,,,
-3.721,-2.724098794,,,-3.804,-2.762512063,-2.668,-1.6732985,,,,,,,,
-3.698,-2.708527827,,,-3.781,-2.746833282,-2.609,-1.6142985,,,,,,,,
-3.768,-2.785995649,,,-3.785,-2.7599975,-2.728,-1.712000138,,,,,,,,
-3.641,-2.666500698,,,-3.796,-2.778441359,-2.771,-1.755000138,,,,,,,,
-3.627,-2.654419537,,,-3.52,-2.507968852,-2.818,-1.781005584,,,,,,,,
-3.773,-2.80604142,,,-3.554,-2.540122249,-2.853,-1.816005584,,,,,,,,
-3.782,-2.822616271,,,-3.772,-2.756279733,-2.82,-1.783005584,,,,,,,,
-3.789,-2.827632412,,,-3.829,-2.813279733,-2.683,-1.625316609,,,,,,,,
-3.405,-2.451205724,,,-3.919,-2.895927329,-2.787,-1.708934925,,,,,,,,
-3.175,-2.219190913,,,-3.722,-2.700771413,-2.847,-1.768934925,,,,,,,,
-3.781,-2.817164789,,,-3.722,-2.717559449,-2.805,-1.706862184,,,,,,,,
-3.804,-2.848190913,,,-4.001,-2.983325219,-2.812,-1.713862184,,,,,,,,
-3.667,-2.712633088,,,-4.037,-3.024966074,-2.716,-1.598099975,,,,,,,,
-3.801,-2.842563969,,,-3.734,-2.737189418,-2.564,-0.858729517,,,,,,,,
-3.808,-2.855672612,,,-3.742,-2.737350602,-2.555,-0.849729517,,,,,,,,
-3.815,-2.864715356,,,-3.799,-2.809637076,-2.726,-1.020496174,,,,,,,,
-3.824,-2.871672612,,,-3.881,-2.887696913,-2.582,-0.876496174,,,,,,,,
-3.782,-2.821534511,,,-3.729,-2.741612712,-2.653,-0.947268443,,,,,,,,
-3.802,-2.848927044,,,-3.844,-2.840914267,-2.603,-0.897268443,,,,,,,,
-3.854,-2.898865915,,,-3.828,-2.83226289,-2.603,-0.896829394,,,,,,,,
-3.849,-2.901252531,,,-3.876,-2.882247613,-2.637,-0.931046217,,,,,,,,
-3.843,-2.902666993,,,-3.679,-2.711015615,-2.645,-0.939046217,,,,,,,,
-3.837,-2.904107909,,,-3.859,-2.874691088,-2.645,-0.939046217,,,,,,,,
-3.827,-2.891944957,,,-3.827,-2.850178442,-2.616,-0.91194087,,,,,,,,
-3.797,-2.869376145,,,-3.774,-2.804696864,-2.671,-0.966695821,,,,,,,,
-3.803,-2.88283119,,,-3.707,-2.760424147,-2.64,-0.935695821,,,,,,,,
-3.633,-2.720308738,,,-3.707,-2.775704782,-2.676,-0.971456263,,,,,,,,
-3.643,-2.737807446,,,-3.654,-2.728071707,-2.695,-0.990456263,,,,,,,,
-3.664,-2.766325981,,,-3.607,-2.688732996,-2.673,-0.968456263,,,,,,,,
-3.713,-2.82286302,,,-3.635,-2.732114141,-2.542,-0.836550941,,,,,,,,
-3.66,-2.76986302,,,-3.676,-2.77838747,-2.541,-0.835337348,,,,,,,,
-3.674,-2.78901606,,,-3.666,-2.781290003,-2.658,-0.953222094,,,,,,,,
-3.684,-2.80655249,,,-3.638,-2.760983627,-2.689,-0.983993216,,,,,,,,
-3.576,-2.69855249,,,-3.736,-2.856440667,-2.463,-0.757550941,,,,,,,,
-3.651,-2.778636799,,,-3.757,-2.890187501,-2.6,-0.894993216,,,,,,,,
-3.751,-2.88616816,,,-3.728,-2.861187501,-2.635,-0.928924769,,,,,,,,
-3.755,-2.887669072,,,-3.885,-3.033071229,-2.635,-0.928924769,,,,,,,,
-3.761,-2.90117955,,,-3.9,-3.045364154,-2.65,-0.943924769,,,,,,,,
-3.726,-2.87370156,,,-3.922,-3.079700941,-2.66,-0.955222094,,,,,,,,
-3.597,-2.742136863,,,-3.949,-3.111425215,-2.436,-0.730769531,,,,,,,,
-3.605,-2.757636055,,,-3.909,-3.065812743,-2.762,-1.057771884,,,,,,,,
-3.743,-2.903144608,,,-3.934,-3.088007201,-2.603,-0.899237432,,,,,,,,
-3.808,-2.965514545,,,-3.944,-3.103618784,-2.636,-0.932477819,,,,,,,,
-3.835,-2.999998443,,,-3.74,-2.899618784,-2.464,-0.760974283,,,,,,,,
-3.849,-3.021489609,,,-3.871,-3.032408846,-2.597,-0.893237432,,,,,,,,
-3.824,-3.001259225,,,-3.893,-3.061815293,-2.749,-1.044771884,,,,,,,,
-3.806,-2.983259225,,,-3.873,-3.041815293,-2.689,-0.984546538,,,,,,,,
-3.345,-2.529729247,,,-3.954,-3.133131783,-2.648,-0.943326023,,,,,,,,
-3.494,-2.686203398,,,-3.956,-3.142577644,-2.645,-0.940326023,,,,,,,,
-3.399,-2.598680568,,,-3.792,-2.983052798,-2.611,-0.90856425,,,,,,,,
-3.403,-2.610159657,,,-3.833,-3.024052798,-2.844,-1.141317949,,,,,,,,
-3.418,-2.622304094,,,-3.566,-2.776479573,-2.72,-1.017317949,,,,,,,,
-3.58,-2.791752749,,,-3.679,-2.892479598,-2.756,-1.053317949,,,,,,,,
-3.745,-2.964201479,,,-3.614,-2.821478268,-2.797,-1.096504014,,,,,,,,
-3.705,-2.931649232,,,-3.896,-3.091462632,-3.009,-1.30771876,,,,,,,,
-3.681,-2.915094966,,,-3.695,-2.919081572,-3.055,-1.35371876,,,,,,,,
-3.742,-2.983537654,,,-3.763,-2.974954347,-2.893,-1.192237224,,,,,,,,
-3.779,-3.020537654,,,-3.869,-3.074882493,-2.865,-1.164504014,,,,,,,,
-3.837,-3.085976281,,,-3.8,-3.034739366,-3.088,-1.386466921,,,,,,,,
-3.851,-3.107409846,,,-3.707,-2.923363949,-3.078,-1.376466921,,,,,,,,
-3.682,-2.94583736,,,-3.856,-3.075430796,-2.941,-1.240237224,,,,,,,,
-3.749,-3.02025785,,,-3.83,-3.075449995,-3.021,-1.319975501,,,,,,,,
-3.783,-3.061670354,,,-3.831,-3.09174012,-3.022,-1.320975501,,,,,,,,
-3.797,-3.083073926,,,-3.578,-2.893449011,-3.058,-1.356219901,,,,,,,,
-3.846,-3.132073926,,,-3.51,-2.818629267,-3,-1.29750695,,,,,,,,
-3.774,-3.067467633,,,-3.676,-2.984629267,-2.936,-1.23350695,,,,,,,,
-3.706,-3.003610865,,,-3.73,-3.042547181,-3.043,-1.341219901,,,,,,,,
-3.692,-2.996955121,,,-3.758,-3.074392065,-2.923,-1.22050695,,,,,,,,
-3.489,-2.801287183,,,-3.74,-3.063670852,-3.011,-1.308977619,,,,,,,,
-3.496,-2.815606179,,,-3.779,-3.109933768,-2.97,-1.267739995,,,,,,,,
-3.545,-2.864606179,,,-3.867,-3.205180028,-2.699,-0.996278404,,,,,,,,
-3.519,-2.842560929,,,-3.814,-3.148620884,-2.975,-1.272977619,,,,,,,,
-3.455,-2.7968763,,,-3.81,-3.15901015,-2.97,-1.267977619,,,,,,,,
-3.715,-3.081957657,,,-3.71,-3.06617738,-3.246,-1.543278404,,,,,,,,
-3.756,-3.143066001,,,-3.673,-3.025309249,-2.623,-0.9198345,,,,,,,,
-3.896,-3.295904197,,,-3.581,-2.936988209,-3.963,-2.259618988,,,,,,,,
-3.503,-2.915243039,,,-3.619,-2.967623562,-3.001,-1.2978345,,,,,,,,
-4.041,-3.467576931,,,-3.68,-3.043325368,-2.921,-1.220435137,,,,,,,,
-3.715,-3.171663179,,,-3.526,-2.892764367,-4.049,-2.347944528,,,,,,,,
-3.543,-3.092831181,,,-3.661,-3.035134959,-3.044,-1.343435137,,,,,,,,
-3.737,-3.282793958,,,-3.603,-2.958653868,-4.054,-2.352705997,,,,,,,,
-3.466,-3.019853109,,,-3.218,-2.595808899,-4.046,-2.344705997,,,,,,,,
-3.167,-2.708741561,,,-3.372,-2.756962424,-3.816,-2.114471882,,,,,,,,
-3.19,-2.750222199,,,-3.358,-2.731848203,-2.905,-1.203471882,,,,,,,,
-3.113,-2.661073089,,,-3.649,-3.037651203,-3.275,-1.573471882,,,,,,,,
-2.701,-2.2652406,,,-3.734,-3.096665183,-3.116,-1.414242111,,,,,,,,
-3.811,-3.300604643,,,-3.742,-3.137804718,-3.116,-1.416725049,,,,,,,,
-3.627,-3.170992474,,,-3.303,-2.683911122,-3.04,-1.340472694,,,,,,,,
-3.028,-2.598587067,,,-3.761,-3.137628155,-3.115,-1.415472694,,,,,,,,
-3.72,-3.270278322,,,-3.608,-3.0146588,-3.257,-1.557224833,,,,,,,,
-2.38,-1.954600803,,,-3.445,-2.839971553,-3.256,-1.555507527,,,,,,,,
-3.513,-3.069531326,,,-3.507,-2.890578499,-3.269,-1.568507527,,,,,,,,
-2.375,-1.955923234,,,-3.678,-3.091786087,-3.121,-1.421224833,,,,,,,,
-2.722,-2.284751173,,,-3.753,-3.128942105,-3.341,-1.643353069,,,,,,,,
-2.746,-2.333210161,,,-3.8,-3.182824239,-3.337,-1.639353069,,,,,,,,
-3.362,-2.955461303,,,-3.361,-2.76296777,-3.314,-1.6166187,,,,,,,,
-2.72,-2.284791713,,,-3.634,-3.054888357,-3.361,-1.662835462,,,,,,,,
-3.323,-2.922676393,,,-3.633,-3.057179421,-3.299,-1.6016187,,,,,,,,
-3.436,-2.960123807,,,-3.809,-3.194807781,-3.051,-1.352835462,,,,,,,,
-2.621,-2.191932837,,,-3.201,-2.613764442,-3.669,-1.970583356,,,,,,,,
-3.316,-2.911621841,,,-3.582,-3.002384053,-3.582,-1.883583356,,,,,,,,
-2.69,-2.267040323,,,-3.249,-2.665579013,-3.666,-1.970345495,,,,,,,,
-3.279,-2.880791374,,,-3.796,-3.188623569,-3.714,-2.021034226,,,,,,,,
-2.714,-2.291040323,,,-3.947,-3.357132815,-3.82,-2.127034226,,,,,,,,
-3.228,-2.835924735,,,-3.417,-2.837858696,-3.538,-1.844448032,,,,,,,,
-2.711,-2.289917272,,,-3.214,-2.638805398,-3.711,-2.017738729,,,,,,,,
-3.876,-3.416384736,,,-3.28,-2.718352644,-3.696,-2.003034226,,,,,,,,
-2.591,-2.194834041,,,-3.763,-3.205329359,-3.577,-1.883448032,,,,,,,,
-2.619,-2.203946007,,,-3.209,-2.666041736,-3.79,-2.096738729,,,,,,,,
-3.24,-2.849922185,,,-3.835,-3.296003696,-3.719,-2.025162074,,,,,,,,
-3.299,-2.879721087,,,-3.578,-3.049753494,-3.674,-1.983268445,,,,,,,,
-3.319,-2.869663884,,,-2.928,-2.41049638,-3.652,-1.960960997,,,,,,,,
-3.418,-3.029847593,,,-2.897,-2.383456499,-3.611,-1.919960997,,,,,,,,
-3.636,-3.222705166,,,-3.726,-3.223192681,-3.559,-1.867658431,,,,,,,,
-3.313,-2.869564389,,,-3.691,-3.188192681,-3.26,-1.568658431,,,,,,,,
-3.324,-2.906451807,,,-3.695,-3.19497128,-3.73,-2.038360691,,,,,,,,
-3.461,-3.078854632,,,-3.619,-3.11897128,-3.912,-2.223607201,,,,,,,,
-3.844,-3.41080388,,,-2.709,-2.204979265,-3.37,-1.681288191,,,,,,,,
-3.554,-3.13810947,,,-2.672,-2.177301287,-3.822,-2.133288191,,,,,,,,
-3.808,-3.39210947,,,-3.455,-2.9735021,-3.785,-2.099383062,,,,,,,,
-3.797,-3.376809618,,,-3.477,-2.9955021,-3.799,-2.113383062,,,,,,,,
-3.802,-3.36880388,,,-2.614,-2.134959994,-3.904,-2.222003849,,,,,,,,
-3.465,-3.082854632,,,-3.151,-2.689059141,-3.836,-2.154003849,,,,,,,,
-3.655,-3.236365301,,,-3.736,-3.284630257,-3.855,-2.176444502,,,,,,,,
-3.772,-3.349018503,,,-3.137,-2.702583792,-3.923,-2.244444502,,,,,,,,
-3.447,-3.070825375,,,-3.258,-2.834077008,-3.825,-2.150453752,,,,,,,,
-3.503,-3.132759634,,,-3.215,-2.805634553,-3.072,-1.40122666,,,,,,,,
-3.368,-3.003657237,,,-3.368,-2.954538227,-3.386,-1.71522666,,,,,,,,
-3.158,-2.799518022,,,-3.134,-2.718594268,-3.822,-2.155149152,,,,,,,,
-2.866,-2.517513405,,,-2.211,-1.803859156,-3.883,-2.216149152,,,,,,,,
-2.478,-2.129513405,,,-3.155,-2.760122833,-3.91,-2.247703994,,,,,,,,
-3.57,-3.247885906,,,-3.153,-2.7684933,-3.874,-2.211703994,,,,,,,,
-3.583,-3.260885906,,,-2.088,-1.691258075,-3.768,-2.109937998,,,,,,,,
-3.479,-3.148716358,,,-3.606,-3.192690224,-3.912,-2.253937998,,,,,,,,
-3.475,-3.156939391,,,-3.412,-3.023433232,-3.859,-2.205850839,,,,,,,,
-3.567,-3.240811544,,,-3.379,-2.9944933,-3.865,-2.211310726,,,,,,,,
-3.179,-2.836306436,,,-2.989,-2.614822375,-3.868,-2.219382686,,,,,,,,
-3.35,-3.019716358,,,-2.123,-1.755070605,-3.41,-1.760818449,,,,,,,,
-3.393,-3.054463743,,,-2.684,-2.285022127,-3.434,-1.783165084,,,,,,,,
-3.578,-3.243600404,,,-3.008,-2.660528633,-3.745,-2.095260794,,,,,,,,
-3.536,-3.217939391,,,-2.403,-2.053578081,-3.591,-1.941818449,,,,,,,,
-3.502,-3.193761626,,,-3.297,-2.955669464,-3.672,-2.022260794,,,,,,,,
-3.531,-3.228511474,,,-2.99,-2.644633788,-3.614,-1.963709684,,,,,,,,
-3.554,-3.257221439,,,-3.509,-3.122186558,-3.899,-2.248165084,,,,,,,,
-3.415,-3.12389148,,,-3.241,-2.891395157,-3.504,-1.853709684,,,,,,,,
-3.351,-3.063916623,,,-3.585,-3.214452729,-3.964,-2.312626958,,,,,,,,
-3.083,-2.801549395,,,-3.24,-2.892234326,-3.991,-2.339626958,,,,,,,,
-3.07,-2.794141931,,,-3.28,-2.940521767,-3.873,-2.22109527,,,,,,,,
-3.092,-2.821694233,,,-3.274,-2.922059736,-3.82,-2.167569986,,,,,,,,
-2.203,-1.932694233,,,-3.298,-2.962634492,-3.626,-1.978613809,,,,,,,,
-2.454,-2.189206315,,,-2.254,-1.899578917,-4.028,-2.380613809,,,,,,,,
-2.989,-2.729678205,,,-3.612,-3.253336312,-3.981,-2.333064768,,,,,,,,
-3.184,-2.934123922,,,-3.36,-3.040624266,-4.092,-2.444064768,,,,,,,,
-3.303,-3.058516517,,,-3.294,-2.984596328,-3.991,-2.347685156,,,,,,,,
-3.311,-3.066516517,,,-1.735,-1.465271711,-4.022,-2.378685156,,,,,,,,
-3.071,-2.831868847,,,-3.235,-2.937258182,-4.102,-2.463427357,,,,,,,,
-1.607,-1.377173233,,,-3.129,-2.868969848,-4.034,-2.395427357,,,,,,,,
-1.672,-1.447445411,,,-1.925,-1.657119129,-4.142,-2.502836485,,,,,,,,
-1.58,-1.355445411,,,-3.309,-3.054712029,-4.003,-2.369287579,,,,,,,,
-1.684,-1.46864539,,,-2.72,-2.433756484,-4.083,-2.44867202,,,,,,,,
-1.734,-1.523836882,,,-2.11,-1.853556938,-4.053,-2.424262035,,,,,,,,
-1.798,-1.591779991,,,-3.177,-2.928411259,-3.959,-2.330262035,,,,,,,,
-1.724,-1.522930607,,,-2.164,-1.871079127,-4.016,-2.386621429,,,,,,,,
-1.798,-1.602041096,,,-3.554,-3.273444257,-4.015,-2.391346938,,,,,,,,
-1.773,-1.5860271,,,-3.331,-3.051990047,-3.993,-2.369346938,,,,,,,,
-1.792,-1.6050271,,,-3.247,-2.963865902,-3.671,-2.052538513,,,,,,,,
-2.983,-2.801056484,,,-2.883,-2.641764753,-3.655,-2.036538513,,,,,,,,
-3.004,-2.827046135,,,-2.89,-2.608318147,-3.741,-2.128558051,,,,,,,,
-3.112,-2.939996254,,,-2.567,-2.313875731,-3.662,-2.04883299,,,,,,,,
-3.077,-2.901085217,,,-3.088,-2.844432252,-3.717,-2.109978268,,,,,,,,
-3.214,-3.042997729,,,-2.657,-2.401400826,-3.676,-2.068978268,,,,,,,,
-3.416,-3.241062988,,,-3.39,-3.118029244,-3.976,-2.374494254,,,,,,,,
-3.657,-3.486938198,,,-3.563,-3.300680261,-3.876,-2.274494254,,,,,,,,
-3.639,-3.464979534,,,-3.2,-2.945868704,-3.946,-2.350915564,,,,,,,,
-3.618,-3.444834935,,,-3.282,-3.035962081,-4.041,-2.445915564,,,,,,,,
-3.55,-3.376834935,,,-3.2,-2.951353131,-3.931,-2.341639691,,,,,,,,
-3.519,-3.346629265,,,-1.721,-1.479114599,-3.95,-2.367325436,,,,,,,,
-3.219,-3.046629265,,,-3.436,-3.208882183,-3.991,-2.408325436,,,,,,,,
-3.046,-2.874362591,,,-2.998,-2.785462521,-3.306,-1.729244454,,,,,,,,
-2.756,-2.580304482,,,-2.858,-2.654695502,-3.964,-2.387244454,,,,,,,,
-2.024,-1.848304482,,,-3.189,-2.999977333,-3.981,-2.411183112,,,,,,,,
-2.455,-2.279951818,,,-3.462,-3.278053463,-4.02,-2.450183112,,,,,,,,
-1.992,-1.812842034,,,-3.543,-3.360086146,-3.881,-2.317283909,,,,,,,,
-1.985,-1.805842034,,,-3.621,-3.448936686,-4.007,-2.443283909,,,,,,,,
-2.833,-2.654402741,,,-3.513,-3.33769391,-4.062,-2.504455864,,,,,,,,
-3.3,-3.126063142,,,-3.163,-2.983591927,-3.992,-2.434455864,,,,,,,,
-3.364,-3.190063142,,,-2.979,-2.791307936,-3.702,-2.144455864,,,,,,,,
-3.419,-3.245527205,,,-3.138,-2.950977398,-3.943,-2.391695387,,,,,,,,
-3.311,-3.142115981,,,-3.645,-3.449534183,-3.953,-2.401695387,,,,,,,,
-2.249,-2.08466864,,,-3.534,-3.352869232,-4.042,-2.489664663,,,,,,,,
-1.975,-1.81066864,,,-3.478,-3.297314767,-3.982,-2.436998912,,,,,,,,
-1.928,-1.764002492,,,-3.639,-3.458697984,-3.703,-2.156937741,,,,,,,,
-1.891,-1.731485088,,,-3.553,-3.377616663,-4.035,-2.48788412,,,,,,,,
-1.769,-1.609485088,,,-3.594,-3.423367664,-3.945,-2.405270913,,,,,,,,
-1.66,-1.504932274,,,-3.523,-3.356859324,-4.011,-2.470186483,,,,,,,,
-2.821,-2.670344264,,,-2.353,-2.208646453,-3.92,-2.379186483,,,,,,,,
-1.975,-1.828522276,,,-2.696,-2.568457481,-3.842,-2.30866067,,,,,,,,
-1.947,-1.804672329,,,-2.609,-2.477486108,-3.839,-2.304545058,,,,,,,,
-1.849,-1.710794557,,,-2.848,-2.703755086,-3.847,-2.320103531,,,,,,,,
-1.815,-1.681166022,,,-3.396,-3.243123077,-3.579,-2.059782687,,,,,,,,
-1.886,-1.752166022,,,-2.859,-2.739960389,-3.73,-2.210782687,,,,,,,,
-2.484,-2.350166022,,,-1.633,-1.497271169,-3.733,-2.212596046,,,,,,,,
-2.456,-2.330593075,,,-2.533,-2.426467548,-3.912,-2.399353717,,,,,,,,
-1.935,-1.813655881,,,-2.993,-2.848803501,-3.903,-2.390353717,,,,,,,,
-2.732,-2.614953609,,,-2.194,-2.071135967,-3.861,-2.354967959,,,,,,,,
-2.761,-2.643953609,,,-1.928,-1.800925068,-3.592,-2.085967959,,,,,,,,
-2.737,-2.62824785,,,-2.064,-1.965805972,-3.809,-2.310914128,,,,,,,,
-2.359,-2.254251346,,,-2.506,-2.357435085,-3.885,-2.385622058,,,,,,,,
-2.694,-2.593476134,,,-2.378,-2.233719579,-3.91,-2.418638099,,,,,,,,
-2.765,-2.668450149,,,-3.063,-2.96906606,-3.47,-1.977312697,,,,,,,,
-3.043,-2.950638906,,,-1.051,-0.915399817,-3.3,-1.807312697,,,,,,,,
-3.195,-3.106794161,,,-1.489,-1.340174331,-3.35,-1.864036592,,,,,,,,
-3.257,-3.172916225,,,-3.13,-3.036254819,-3.476,-1.990036592,,,,,,,,
-0.93,-0.804988699,,,-1.178,-1.046646746,-3.601,-2.113684978,,,,,,,,
-1.185,-1.059988699,,,-3.009,-2.864394413,-3.574,-2.086684978,,,,,,,,
-2.465,-2.331460907,,,-3.247,-3.157449238,-3.875,-2.39440483,,,,,,,,
-2.67,-2.536460907,,,-2.49,-2.375590408,-3.588,-2.106026622,,,,,,,,
-3.292,-3.207916225,,,-1.577,-1.445142292,-3.82,-2.338026622,,,,,,,,
-1.217,-1.096208987,,,-3.22,-3.134679273,-3.944,-2.470151141,,,,,,,,
-1.673,-1.556316606,,,-1.68,-1.560982636,-3.856,-2.380738509,,,,,,,,
-3.412,-3.332005413,,,-1.249,-1.151143727,-3.784,-2.308738509,,,,,,,,
-2.783,-2.649267957,,,-2.628,-2.546757929,-3.773,-2.296333325,,,,,,,,
-1.115,-1.002391435,,,-2.248,-2.137378857,-3.683,-2.214473344,,,,,,,,
-3.307,-3.227098605,,,-1.919,-1.833545909,-3.621,-2.151033364,,,,,,,,
-1.152,-1.043578973,,,-2.446,-2.364683086,-3.954,-2.482600825,,,,,,,,
-3.409,-3.329098605,,,-2.882,-2.779441913,-3.62,-2.156752888,,,,,,,,
-2.906,-2.77635014,,,-3.082,-2.979116889,-3.814,-2.358999412,,,,,,,,
-3.11,-3.030136229,,,-3.212,-3.113070302,-3.836,-2.379488821,,,,,,,,
-1.195,-1.090619312,,,-3.146,-3.058742377,-3.823,-2.374784525,,,,,,,,
-2.767,-2.687136229,,,-3.043,-2.959571239,-3.937,-2.497170162,,,,,,,,
-3.091,-2.965399843,,,-2.357,-2.28970063,-3.972,-2.540643599,,,,,,,,
-1.451,-1.350627384,,,-0.994,-0.938376328,-3.923,-2.490010152,,,,,,,,
-2.609,-2.529118261,,,-2.339,-2.287581973,-3.893,-2.468525432,,,,,,,,
-2.979,-2.857417298,,,-2.125,-2.085076959,-3.665,-2.240525432,,,,,,,,
-1.093,-0.996782249,,,-2.128,-2.091693373,-3.843,-2.427124071,,,,,,,,
-2.072,-1.996084691,,,-1.105,-1.059676057,-3.852,-2.443045495,,,,,,,,
-2.164,-2.046402738,,,-1.124,-1.074416849,-3.696,-2.287045495,,,,,,,,
-0.986,-0.893756388,,,-1.092,-1.059281828,-3.288,-1.887760127,,,,,,,,
-2.082,-2.01001963,,,-2.401,-2.359906394,-3.59,-2.200399036,,,,,,,,
-3.185,-3.07565358,,,-1.564,-1.527108203,-3.78,-2.399310017,,,,,,,,
-0.934,-0.849821293,,,-3.004,-2.950128433,-3.872,-2.491310017,,,,,,,,
-2.073,-2.004923388,,,-3.421,-3.362029399,-3.932,-2.560293825,,,,,,,,
-0.6,-0.519730471,,,-3.385,-3.32078614,-3.946,-2.581366843,,,,,,,,
-3.22,-3.114573899,,,-3.495,-3.419858475,-4.283,-2.927445166,,,,,,,,
-0.769,-0.688730471,,,-3.425,-3.36334925,-3.852,-2.505590003,,,,,,,,
-1.838,-1.769923388,,,-3.441,-3.3703869,-3.804,-2.466799289,,,,,,,,
-3.282,-3.176573899,,,-3.528,-3.452858475,-3.807,-2.469799289,,,,,,,,
-1.674,-1.609796275,,,-3.483,-3.420343123,-3.71,-2.382070967,,,,,,,,
-1.332,-1.255608572,,,-3.5,-3.432847434,-3.7,-2.381402987,,,,,,,,
-3.205,-3.107726798,,,-3.51,-3.449686006,-3.624,-2.305402987,,,,,,,,
-1.542,-1.481638603,,,-3.487,-3.426686006,-3.546,-2.236793305,,,,,,,,
-1.393,-1.324544701,,,-3.507,-3.445540365,-3.634,-2.334239884,,,,,,,,
-3.118,-3.024583005,,,-3.408,-3.346540365,-3.617,-2.319535633,,,,,,,,
-0.746,-0.689450688,,,-3.494,-3.427984489,-3.705,-2.417081228,,,,,,,,
-0.737,-0.672359896,,,-3.445,-3.382337952,-3.728,-2.447293724,,,,,,,,
-3.048,-2.958408463,,,-3.444,-3.384664623,-3.606,-2.334896954,,,,,,,,
-0.281,-0.22041913,,,-3.338,-3.281964732,-3.661,-2.389896954,,,,,,,,
0.201,0.26158087,,,-2.961,-2.906902442,-3.711,-2.449548385,,,,,,,,
-2.937,-2.851203434,,,-3.346,-3.290509664,-3.771,-2.507078738,,,,,,,,
-2.877,-2.795432536,,,-2.841,-2.78405999,-3.765,-2.510731798,,,,,,,,
-3.111,-3.033195617,,,-1.665,-1.609700498,-3.752,-2.495222167,,,,,,,,
-3.037,-2.962928799,,,-2.08,-2.027822404,-3.827,-2.579874941,,,,,,,,
-3.006,-2.935632356,,,-1.89,-1.839281116,-3.799,-2.549325143,,,,,,,,
-2.909,-2.842306565,,,-2.841,-2.775951109,-3.684,-2.443975754,,,,,,,,
-2.97,-2.906951701,,,-1.87,-1.81453816,-3.796,-2.553385611,,,,,,,,
-2.997,-2.93814406,,,0.117,0.167718884,-3.771,-2.538032225,,,,,,,,
-2.729,-2.673759137,,,-2.89,-2.828000006,-3.511,-2.287717862,,,,,,,,
-2.535,-2.483345791,,,-2.979,-2.918180158,-3.556,-2.332717862,,,,,,,,
-1.203,-1.154904307,,,-2.862,-2.796302336,-3.604,-2.387720523,,,,,,,,
-1.202,-1.157434969,,,-3.109,-3.031434327,-3.699,-2.492434119,,,,,,,,
-2.438,-2.393434969,,,-3.025,-2.957365804,-3.729,-2.522434119,,,,,,,,
-2.567,-2.521751023,,,-3.094,-3.021418019,-3.712,-2.515181338,,,,,,,,
-2.722,-2.680227567,,,-3.138,-3.050357519,-3.655,-2.465110687,,,,,,,,
-2.892,-2.846012742,,,-3.248,-3.158218883,-3.559,-2.378875611,,,,,,,,
-3.197,-3.151012742,,,-2.406,-2.363683141,-3.595,-2.414875611,,,,,,,,
