P89 M,P89 P,P93 M,P93 P,CP01 M,CP01 P,CH03 M,CH03 P,P07 M,P07 P,W04 M,W04 P,P10 M,P10 P,S21 M,S21 P
-2.583,-2.536220015,,,-3.261,-3.179242034,-3.476,-2.302734253,,,,,,,,
-1.512,-1.465220015,,,-2.089,-2.05619974,-3.465,-2.301510387,,,,,,,,
-2.825,-2.777372727,,,-2.683,-2.638777378,-3.319,-2.155510387,,,,,,,,
-2.518,-2.466072173,,,-3.111,-3.037202292,-3.402,-2.248311645,,,,,,,,
-1.988,-1.935141367,,,-2.61,-2.584812002,-3.45,-2.306136292,,,,,,,,
-1.338,-1.285141367,,,-2.091,-2.039938325,-3.51,-2.366136292,,,,,,,,
-1.317,-1.263155473,,,-3.168,-3.102100531,-3.55,-2.412876141,,,,,,,,
-1.346,-1.295502253,,,-3.113,-3.059883165,-3.614,-2.486699411,,,,,,,,
-2.743,-2.688114354,,,-2.176,-2.156547815,-3.627,-2.509541248,,,,,,,,
-3.055,-3.003435444,,,-2.833,-2.818227121,-3.632,-2.511350644,,,,,,,,
-2.531,-2.475017862,,,-2.839,-2.842641329,-3.671,-2.560166713,,,,,,,,
-3.332,-3.274865845,,,-2.627,-2.616875566,-3.7,-2.585934868,,,,,,,,
-3.429,-3.375135973,,,-2.985,-2.986919987,-3.742,-2.627934868,,,,,,,,
-3.285,-3.231135973,,,-2.872,-2.883013342,-3.748,-2.640450688,,,,,,,,
-3.151,-3.095902996,,,-2.876,-2.887013342,-3.751,-2.643450688,,,,,,,,
-3.292,-3.240121958,,,-2.781,-2.787480853,-3.76,-2.649178897,,,,,,,,
-3.163,-3.114315254,,,-2.959,-2.963735661,-3.727,-2.61290863,,,,,,,,
-2.541,-2.487808261,,,-2.937,-2.932523538,-3.74,-2.62590863,,,,,,,,
-2.75,-2.699976685,,,-2.851,-2.837191794,-3.789,-2.67164001,,,,,,,,
-2.913,-2.866119796,,,-2.889,-2.873266735,-3.74,-2.63227135,,,,,,,,
-2.642,-2.593700978,,,-2.865,-2.844522207,-3.77,-2.671916645,,,,,,,,
-2.629,-2.583794498,,,-2.92,-2.897508706,-3.868,-2.769916645,,,,,,,,
-3.131,-3.085794498,,,-2.877,-2.891867911,-3.914,-2.825574361,,,,,,,,
-3.191,-3.148863257,,,-2.82,-2.83305139,-3.921,-2.838803398,,,,,,,,
-1.96,-1.916340114,,,-2.855,-2.835249164,-3.897,-2.824439049,,,,,,,,
-2.113,-2.072360175,,,-2.109,-2.126620414,-3.869,-2.80608295,,,,,,,,
-2.335,-2.289761331,,,-2.73,-2.747620414,-3.533,-2.47008295,,,,,,,,
-1.851,-1.808757361,,,-2.8,-2.803828645,-3.349,-2.295733638,,,,,,,,
-0.938,-0.891126704,,,-2.763,-2.764896587,-3.448,-2.404389659,,,,,,,,
0.763,0.806901178,,,-2.87,-2.857746168,-3.388,-2.35404958,,,,,,,,
-0.324,-0.283046911,,,-2.903,-2.895493646,-3.37,-2.345711982,,,,,,,,
0.215,0.253028834,,,-2.824,-2.839780173,-3.57,-2.55537546,,,,,,,,
-1.022,-0.99150217,,,-2.839,-2.845553272,-3.698,-2.693038629,,,,,,,,
-1.924,-1.896379534,,,-2.474,-2.478597771,-3.702,-2.706700119,,,,,,,,
-1.866,-1.841233754,,,-2.447,-2.449587636,-3.661,-2.665700119,,,,,,,,
-1.931,-1.910833432,,,-2.795,-2.809598476,-3.712,-2.726358577,,,,,,,,
-2.173,-2.155665276,,,-2.913,-2.932232933,-3.732,-2.756012666,,,,,,,,
-2.454,-2.43947448,,,-2.778,-2.807108921,-3.834,-2.867661067,,,,,,,,
-2.834,-2.826832854,,,-2.686,-2.715108921,-3.825,-2.86830248,,,,,,,,
-2.919,-2.911832854,,,-2.467,-2.50386033,-3.835,-2.882262307,,,,,,,,
-2.953,-2.948598493,,,-0.101,-0.147533583,-3.843,-2.890262307,,,,,,,,
-2.892,-2.894887032,,,-1.501,-1.559190936,-3.803,-2.859932473,,,,,,,,
-2.945,-2.950610614,,,-1.339,-1.406723194,-3.835,-2.891932473,,,,,,,,
-2.893,-2.901312779,,,-0.138,-0.212728565,-3.779,-2.855241533,,,,,,,,
-2.322,-2.334832855,,,-2.144,-2.245565003,-3.621,-2.697241533,,,,,,,,
-2.711,-2.726515947,,,-1.004,-1.083245934,-3.459,-2.544877936,,,,,,,,
-2.808,-2.830675639,,,-1.495,-1.592134257,-4.348,-3.447635666,,,,,,,,
-2.725,-2.750319855,,,-1.843,-1.935687767,-3.341,-2.450277702,,,,,,,,
-2.434,-2.463793929,,,-2.353,-2.46149442,-3.322,-2.431277702,,,,,,,,
-1.613,-1.645420949,,,-1.769,-1.864174373,-3.343,-2.461903141,,,,,,,,
-1.765,-1.800027944,,,-0.907,-0.997703217,-3.241,-2.369510818,,,,,,,,
-1.173,-1.210615088,,,-2.654,-2.764991645,-3.092,-2.230099584,,,,,,,,
-1.466,-1.50618255,,,-2.267,-2.380472589,-2.908,-2.046099584,,,,,,,,
-1.178,-1.222646051,,,-2.067,-2.178482371,-2.804,-1.951668314,,,,,,,,
-0.995,-1.044731146,,,-2.316,-2.425442682,-2.915,-2.076541324,,,,,,,,
-0.44,-0.494180215,,,-2.524,-2.640342873,-2.939,-2.110097473,,,,,,,,
-1.404,-1.460699052,,,-2.659,-2.775629976,-3.083,-2.254097473,,,,,,,,
-1.469,-1.528199223,,,-2.595,-2.707108819,-3.238,-2.41862979,,,,,,,,
-0.953,-1.016636666,,,-2.657,-2.766917996,-3.587,-2.78154456,,,,,,,,
-0.371,-0.437123941,,,-2.755,-2.862677972,-3.359,-2.563054881,,,,,,,,
-1.738,-1.808546516,,,-2.666,-2.771388735,-2.918,-2.126481588,,,,,,,,
-1.539,-1.616431198,,,-1.806,-1.909050257,-2.695,-1.912992311,,,,,,,,
-1.014,-1.091431198,,,-2.704,-2.804662503,-2.716,-1.933992311,,,,,,,,
-1.077,-1.15882199,,,-2.798,-2.905531495,-2.665,-1.882992311,,,,,,,,
-0.872,-0.958194936,,,-1.746,-1.862782428,-2.677,-1.904474025,,,,,,,,
-1.669,-1.75767389,,,-1.866,-1.987389541,-2.675,-1.916423657,,,,,,,,
-1.234,-1.329507824,,,-2.801,-2.913163389,-2.637,-1.88787028,,,,,,,,
-1.373,-1.468507824,,,-2.309,-2.437242545,-2.547,-1.79787028,,,,,,,,
-1.784,-1.881961215,,,-2.546,-2.681092884,-2.526,-1.790821761,,,,,,,,
-1.875,-1.975398025,,,-2.914,-3.05133012,-2.468,-1.742226954,,,,,,,,
-1.98,-2.082818376,,,-2.886,-3.020918634,-2.574,-1.852776274,,,,,,,,
-2.003,-2.108222382,,,-2.501,-2.633459586,-2.628,-1.916170057,,,,,,,,
-1.069,-1.174222382,,,-2.389,-2.523626052,-2.753,-2.055109905,,,,,,,,
-0.769,-0.876610155,,,-2.796,-2.944600727,-2.719,-2.021109905,,,,,,,,
-0.363,-0.468555981,,,-1.276,-1.422124351,-2.707,-2.01845229,,,,,,,,
-2.293,-2.400901886,,,-2.568,-2.704776773,-2.888,-2.204042636,,,,,,,,
-2.511,-2.62123165,,,-1.289,-1.430453843,-2.785,-2.110367491,,,,,,,,
-2.699,-2.80923165,,,-2.525,-2.682636785,-2.728,-2.067269431,,,,,,,,
-2.731,-2.843545366,,,-3.058,-3.213120796,-2.744,-2.083269431,,,,,,,,
-2.447,-2.561843121,,,-2.954,-3.111263794,-2.676,-2.029154336,,,,,,,,
-1.919,-2.031637209,,,-2.903,-3.067108288,-2.585,-1.938154336,,,,,,,,
-2.03,-2.144893026,,,-2.471,-2.639823489,-2.444,-1.806394803,,,,,,,,
-0.931,-1.048132924,,,-2.912,-3.082965692,-2.333,-1.700018471,,,,,,,,
-1.637,-1.756356974,,,-2.933,-3.103444762,-2.312,-1.688233287,,,,,,,,
-1.292,-1.415876128,,,-2.926,-3.098526875,-2.524,-1.904858144,,,,,,,,
-2.311,-2.43709523,,,-2.734,-2.889428915,-2.329,-1.71904512,,,,,,,,
-2.491,-2.621615794,,,-2.882,-3.051803359,-2.173,-1.567669711,,,,,,,,
-2.646,-2.778830866,,,-2.643,-2.803221906,-2.267,-1.670826694,,,,,,,,
-2.435,-2.572354921,,,-2.287,-2.452013034,-2.207,-1.610826694,,,,,,,,
-1.74,-1.884096545,,,-3.023,-3.175614348,-2.165,-1.582574455,,,,,,,,
-0.038,-0.182096545,,,-2.897,-3.056402145,-2.092,-1.518651351,,,,,,,,
-1.549,-1.697620539,,,-1.688,-1.852222435,-2.039,-1.474679672,,,,,,,,
-1.713,-1.863843731,,,-2.456,-2.625041924,-2.049,-1.493658845,,,,,,,,
-1.693,-1.848376912,,,-2.205,-2.376033306,-2.026,-1.470658845,,,,,,,,
-2.223,-2.385144117,,,-0.242,-0.429566783,-1.94,-1.393588322,,,,,,,,
-2.343,-2.50736718,,,-1.028,-1.210711113,-1.921,-1.369897181,,,,,,,,
-2.406,-2.57036718,,,-2.427,-2.600009277,-1.898,-1.355764359,,,,,,,,
-2.025,-2.187001561,,,-0.575,-0.754834634,-2.022,-1.488581329,,,,,,,,
-0.856,-1.020180918,,,-2.575,-2.769451452,-3.274,-2.744601423,,,,,,,,
-2.341,-2.500590142,,,-1.822,-2.023361604,-3.202,-2.672601423,,,,,,,,
-2.649,-2.81074024,,,-1.763,-1.974187893,-1.898,-1.377305634,,,,,,,,
-2.61,-2.769254132,,,-2.352,-2.528914857,-1.87,-1.357958759,,,,,,,,
-2.502,-2.665875753,,,-0.426,-0.697263161,-1.871,-1.36756038,,,,,,,,
-1.536,-1.701996679,,,-2.118,-2.294914857,-1.701,-1.19756038,,,,,,,,
-2.263,-2.431103013,,,-0.267,-0.528078774,-2.758,-2.258301507,,,,,,,,
-2.394,-2.568861361,,,-2.249,-2.4671836,-3.089,-2.597789635,,,,,,,,
-2.323,-2.499954109,,,-2.074,-2.357909779,-2.969,-2.486225615,,,,,,,,
-1.554,-1.730954109,,,-2.562,-2.785142155,-1.882,-1.40760911,,,,,,,,
-0.375,-0.554032363,,,-0.527,-0.785261657,-1.853,-1.37860911,,,,,,,,
-2.256,-2.437096094,,,-0.589,-0.849492726,-1.878,-1.411939806,,,,,,,,
-2.362,-2.540415272,,,-1.709,-1.944213497,-1.996,-1.53821741,,,,,,,,
-1.115,-1.293415272,,,-2.786,-3.074621871,-1.969,-1.514560471,,,,,,,,
-1.593,-1.77343367,,,-2.728,-3.021277894,-2.519,-2.077612276,,,,,,,,
-0.885,-1.062678799,,,-2.352,-2.608789158,-3.169,-2.722724202,,,,,,,,
-1.159,-1.338651767,,,-2.056,-2.307664354,-3.327,-2.888834528,,,,,,,,
-1.357,-1.538609771,,,-2.681,-2.963733534,-2.271,-1.853800275,,,,,,,,
-0.248,-0.453622708,,,-2.129,-2.382765383,-2.05,-1.632800275,,,,,,,,
-0.18,-0.380805786,,,-2.446,-2.72793322,-2.122,-1.712754354,,,,,,,,
-0.342,-0.552448855,,,-2.565,-2.852221237,-2.065,-1.663653876,,,,,,,,
-0.536,-0.746448855,,,-2.637,-2.937153096,-2.022,-1.620653876,,,,,,,,
-1.646,-1.827609771,,,-2.462,-2.764414923,-2.035,-1.641498713,,,,,,,,
-0.392,-0.60935271,,,-2.207,-2.519375771,-1.952,-1.571186956,,,,,,,,
-1.57,-1.772816458,,,-0.483,-0.834676892,-1.913,-1.532186956,,,,,,,,
-1.81,-2.007989971,,,-0.557,-0.905388628,-1.91,-1.536925425,,,,,,,,
-0.375,-0.597220444,,,-1.009,-1.374754322,-1.866,-1.500608574,,,,,,,,
-2.65,-2.838359179,,,-1.787,-2.103847337,-2.95,-2.584608574,,,,,,,,
-0.902,-1.124220444,,,-1.82,-2.167419046,-3.044,-2.686236361,,,,,,,,
-2.219,-2.412171228,,,-1.857,-2.233702825,-3.204,-2.853808765,,,,,,,,
-2.824,-3.014303292,,,-1.539,-1.85805876,-3.314,-2.971325779,,,,,,,,
-0.941,-1.170195155,,,-2.091,-2.476230093,-3.412,-3.069325779,,,,,,,,
-3.032,-3.227132073,,,-1.407,-1.756766645,-3.122,-2.786787417,,,,,,,,
-0.565,-0.828961341,,,-1.413,-1.742092675,-3.076,-2.735874683,,,,,,,,
-0.327,-0.585939318,,,-2.007,-2.397281553,-3.007,-2.674279729,,,,,,,,
-0.67,-0.923937279,,,-0.931,-1.285410142,-3.1,-2.77462979,,,,,,,,
-1.081,-1.315110939,,,-1.967,-2.306211109,-3.189,-2.870924923,,,,,,,,
-2.005,-2.27400422,,,-1.813,-2.163835394,-3.318,-3.002220207,,,,,,,,
-0.852,-1.103124033,,,-1.838,-2.183004214,-3.185,-2.869220207,,,,,,,,
-2.411,-2.6822738,,,-2.324,-2.716779947,-3.02,-2.706430751,,,,,,,,
-1.43,-1.66621235,,,-2.474,-2.871720125,-2.899,-2.585430751,,,,,,,,
-0.485,-0.731135894,,,-2.076,-2.449230452,-2.842,-2.535561277,,,,,,,,
-1.513,-1.754165648,,,-1.863,-2.224241352,-2.866,-2.554556732,,,,,,,,
-0.698,-0.944135894,,,-1.763,-2.118308391,-2.892,-2.587632999,,,,,,,,
-2.737,-3.013364967,,,-1.698,-2.089532204,-3.006,-2.696598325,,,,,,,,
-2.639,-2.917647467,,,-1.39,-1.775388351,-3.172,-2.862598325,,,,,,,,
-2.472,-2.752916119,,,-1.245,-1.596593562,-3.305,-2.997555695,,,,,,,,
-2.809,-3.092170726,,,-0.975,-1.320709963,-3.138,-2.830555695,,,,,,,,
-2.475,-2.758170726,,,-1.126,-1.464183152,-1.724,-1.418429002,,,,,,,,
-2.79,-3.075411089,,,-0.993,-1.327364049,-2.038,-1.73934494,,,,,,,,
-2.669,-2.956637001,,,-1.655,-1.985509208,-1.738,-1.43934494,,,,,,,,
-2.167,-2.456848253,,,-1.831,-2.1653694,-1.62,-1.328208427,,,,,,,,
-1.951,-2.246127281,,,-2.098,-2.434269828,-1.599,-1.319115097,,,,,,,,
-2.702,-2.999351236,,,-2.094,-2.44408811,-1.984,-1.704115097,,,,,,,,
-2.386,-2.685560112,,,-2.123,-2.47912007,-1.914,-1.640873562,,,,,,,,
-2.19,-2.494923498,,,-2,-2.364163902,-1.83,-1.563579798,,,,,,,,
-2.232,-2.539145297,,,-2.085,-2.4511112,-1.793,-1.533233993,,,,,,,,
-2.073,-2.38556757,,,-2.126,-2.494036741,-1.792,-1.538836347,,,,,,,,
-2.582,-2.902285915,,,-2.339,-2.707036741,-1.83,-1.583387073,,,,,,,,
-2.554,-2.874285915,,,-2.387,-2.758821322,-2.689,-2.442387073,,,,,,,,
-2.024,-2.35208092,,,-2.107,-2.497745136,-3.119,-2.878886396,,,,,,,,
-1.751,-2.07908092,,,-2.1,-2.49715025,-3.184,-2.950334552,,,,,,,,
-1.791,-2.126954901,,,-2.279,-2.650821322,-3.129,-2.906784547,,,,,,,,
-1.643,-1.984601801,,,-2.144,-2.53030311,-3.107,-2.879731792,,,,,,,,
-0.879,-1.220601801,,,-2.055,-2.43496737,-3.003,-2.782078375,,,,,,,,
-1.377,-1.72662531,,,-2.129,-2.534606621,-3.141,-2.926374572,,,,,,,,
-1.04,-1.395378228,,,-1.041,-1.448583744,-3.396,-3.176293387,,,,,,,,
-1.593,-1.948378228,,,-2.337,-2.739993022,-3.418,-3.198293387,,,,,,,,
-0.626,-0.987169507,,,-2.547,-2.945371564,-3.353,-3.134429692,,,,,,,,
-2.162,-2.525558505,,,-2.553,-2.953217062,-3.568,-3.349429692,,,,,,,,
-2.193,-2.562422569,,,-2.729,-3.134601593,-3.567,-3.34948739,,,,,,,,
-2.3,-2.671827876,,,-2.452,-2.859344691,-3.508,-3.285310426,,,,,,,,
-2.07,-2.447766515,,,-2.405,-2.814061376,-3.242,-3.019310426,,,,,,,,
-2.304,-2.684188217,,,-2.098,-2.506929037,-3.117,-2.895257826,,,,,,,,
-2.393,-2.77559161,,,-1.971,-2.381484926,-2.819,-2.597257826,,,,,,,,
-2.361,-2.74359161,,,-2.21,-2.615292942,-2.792,-2.571126489,,,,,,,,
-2.157,-2.541976321,,,-2.037,-2.443769991,-2.649,-2.428126489,,,,,,,,
-2.167,-2.554341976,,,-1.971,-2.38451274,-2.511,-2.290126489,,,,,,,,
-2.063,-2.450341976,,,-2.331,-2.752806232,-1.932,-1.711916483,,,,,,,,
-1.779,-2.168688197,,,-1.214,-1.638706654,-1.906,-1.685916483,,,,,,,,
-1.21,-1.602014606,,,-2.013,-2.446059287,-1.994,-1.768608705,,,,,,,,
-1.614,-1.999872506,,,-2.112,-2.554872521,-1.995,-1.770287116,,,,,,,,
-1.171,-1.559145338,,,-1.559,-2.010360796,-1.994,-1.77526069,,,,,,,,
-1.584,-1.974397775,,,-2.088,-2.542018447,-2.047,-1.834187219,,,,,,,,
-1.831,-2.221397775,,,-2.299,-2.747105379,-2.057,-1.844187219,,,,,,,,
-1.357,-1.749629445,,,-2.092,-2.5644112,-1.941,-1.734066967,,,,,,,,
-1.871,-2.265839975,,,-1.442,-2.049766306,-1.902,-1.700900207,,,,,,,,
-0.852,-1.249028991,,,-2.256,-2.699359782,-1.899,-1.703687221,,,,,,,,
-2.166,-2.563028991,,,0.483,-0.133343693,-1.833,-1.637687221,,,,,,,,
-1.303,-1.702196121,,,-1.06,-1.525052359,-1.83,-1.640428295,,,,,,,,
-0.981,-1.388712621,,,-2.082,-2.561835016,-1.891,-1.707123727,,,,,,,,
-0.874,-1.281712621,,,-1.989,-2.433503346,-1.823,-1.650096916,,,,,,,,
-0.786,-1.195866751,,,1.173,0.572185414,-2.503,-2.330096916,,,,,,,,
-0.68,-1.098483163,,,-0.903,-1.529618508,-2.575,-2.407699424,,,,,,,,
-0.584,-1.002483163,,,-1.468,-1.935413977,-2.417,-2.254984013,,,,,,,,
-0.609,-1.029622307,,,-2.271,-2.716614085,-1.94,-1.783232842,,,,,,,,
-0.517,-0.944191249,,,0.818,0.224159774,-2.294,-2.142785172,,,,,,,,
-1.159,-1.588338264,,,-1.662,-2.122083172,-2.191,-2.044995637,,,,,,,,
-1.176,-1.614146345,,,-2.389,-2.834614085,-2.313,-2.1721707,,,,,,,,
-2.042,-2.480146345,,,-2.172,-2.654271144,-2.084,-1.948672892,,,,,,,,
-1.627,-2.067275046,,,-1.639,-2.277519375,-2.076,-1.940672892,,,,,,,,
-0.758,-1.200377608,,,-2.062,-2.545435628,-2.12,-1.995265107,,,,,,,,
-1.614,-2.063182148,,,-1.432,-2.063219893,-2.314,-2.189265107,,,,,,,,
-1.002,-1.453290114,,,0.371,-0.22568381,-2.945,-2.825676655,,,,,,,,
-0.36,-0.813370768,,,-1.602,-2.234657199,-3.186,-3.077138401,,,,,,,,
-1.276,-1.731423695,,,-1.847,-2.325142759,-3.191,-3.087461056,,,,,,,,
-1.484,-1.939423695,,,-0.449,-1.03984573,-3.127,-3.018370306,,,,,,,,
-0.739,-1.19644848,,,-1.396,-2.021265591,-3.12,-3.01665322,,,,,,,,
-0.493,-0.945484079,,,-2.036,-2.515182145,-3.169,-3.070894071,,,,,,,,
-0.376,-0.828484079,,,0.821,0.237359321,-3.242,-3.143894071,,,,,,,,
-0.501,-0.955421288,,,-2.099,-2.633432598,-3.198,-3.099975347,,,,,,,,
-0.418,-0.874329545,,,-1.551,-2.102664087,-3.107,-3.008975347,,,,,,,,
-0.324,-0.782208458,,,0.679,0.094180073,-2.868,-2.764822223,,,,,,,,
-0.274,-0.732208458,,,-2.052,-2.533152136,-1.15,-1.025694154,,,,,,,,
-0.034,-0.494057643,,,-1.42,-1.939633852,-1.528,-1.409025014,,,,,,,,
-0.136,-0.590829299,,,-1.741,-2.368855975,-2.415,-2.296025014,,,,,,,,
0.012,-0.442829299,,,-0.969,-1.537100665,-2.567,-2.468985111,,,,,,,,
0.041,-0.415590387,,,-1.308,-1.945914639,-1.273,-1.143326392,,,,,,,,
-0.099,-0.564423019,,,-1.806,-2.311009931,-2.54,-2.426319253,,,,,,,,
0.027,-0.438423019,,,-2.349,-2.83865684,-2.509,-2.40579901,,,,,,,,
0.253,-0.221338735,,,-2.246,-2.744220325,-1.19,-1.065463172,,,,,,,,
0.214,-0.260338735,,,-1.785,-2.43418526,-2.129,-2.030923329,,,,,,,,
0.354,-0.129337443,,,-1.685,-2.335289856,-2.448,-2.339448523,,,,,,,,
-0.858,-1.386311808,,,-1.8,-2.459317764,-2.445,-2.341703937,,,,,,,,
0.391,-0.092337443,,,-1.824,-2.493499371,-1.638,-1.518558964,,,,,,,,
-0.824,-1.344658688,,,-1.942,-2.613504971,-2.29,-2.165158969,,,,,,,,
-0.985,-1.513311808,,,-0.811,-1.48342657,-0.96,-0.845614123,,,,,,,,
-0.649,-1.162068823,,,-1.556,-2.23853101,-1.092,-0.982629006,,,,,,,,
-0.013,-0.50367662,,,-0.498,-1.191452135,-1.131,-1.026603972,,,,,,,,
-0.519,-1.017078041,,,0.497,-0.206582695,-0.857,-0.757539385,,,,,,,,
-0.825,-1.3398941,,,-0.833,-1.655490456,-1.224,-1.124539385,,,,,,,,
0.053,-0.454339243,,,-1.025,-1.739366996,-1.362,-1.267435608,,,,,,,,
-0.525,-1.024847608,,,-0.813,-1.62599325,-0.568,-0.478293011,,,,,,,,
-1.005,-1.54294013,,,-0.314,-1.0768631,-0.412,-0.327111961,,,,,,,,
-1.039,-1.569194371,,,-0.809,-1.64247813,-0.33,-0.249892828,,,,,,,,
-0.888,-1.420040449,,,-1.642,-2.365930921,-1.294,-1.213892828,,,,,,,,
-0.93,-1.462040449,,,-0.23,-1.022751817,-2.513,-2.437635986,,,,,,,,
-0.471,-0.997111649,,,-0.675,-1.418263085,-2.738,-2.661962707,,,,,,,,
0.598,0.079561918,,,0.135,-0.637761675,-2.844,-2.767962707,,,,,,,,
0.72,0.209171269,,,-0.697,-1.440263085,-3.002,-2.925218536,,,,,,,,
0.009,-0.49428337,,,-1.781,-2.972324611,-2.494,-2.406276786,,,,,,,,
-0.227,-0.731948804,,,-2.317,-3.463951392,-2.854,-2.766276786,,,,,,,,
0.529,0.031558512,,,-2.253,-3.422378663,-2.892,-2.809766561,,,,,,,,
0.238,-0.251997964,,,-2.197,-3.351477749,-2.878,-2.801218536,,,,,,,,
0.028,-0.463578029,,,-2.331,-3.51506565,-2.661,-2.578766561,,,,,,,,
0.111,-0.373173551,,,-2.686,-3.747355797,-3.166,-3.072748825,,,,,,,,
0.034,-0.451695016,,,-2.651,-3.720318045,-3.411,-3.322389055,,,,,,,,
-1.185,-1.66479442,,,-2.271,-3.44774976,-3.085,-2.99082434,,,,,,,,
-1.086,-1.56579442,,,-2.282,-3.442951173,-1.254,-1.164429482,,,,,,,,
-0.032,-0.51322406,,,-2.652,-3.697863705,-3.171,-3.085998055,,,,,,,,
-1.155,-1.63025162,,,-2.55,-3.627391972,-3.486,-3.395397918,,,,,,,,
-1.27,-1.746590686,,,-2.248,-3.400485919,-3.447,-3.36093185,,,,,,,,
-1.966,-2.442590686,,,-2.647,-3.677439429,-3.496,-3.408793701,,,,,,,,
-1.007,-1.484895073,,,-2.4,-3.422937755,-3.474,-3.391257416,,,,,,,,
-1.396,-1.98364833,,,-2.575,-3.644451379,-3.477,-3.398685669,,,,,,,,
-1.614,-2.209990675,,,-1.292,-2.482961689,-3.389,-3.310685669,,,,,,,,
0.877,0.28935167,,,-0.812,-1.989438546,-3.22,-3.140407596,,,,,,,,
0.978,0.397075403,,,-2.108,-3.169532158,-2.999,-2.923767117,,,,,,,,
0.177,-0.302164495,,,-2.136,-3.271449774,-3.052,-2.981092016,,,,,,,,
0.363,-0.243023527,,,-1.318,-2.508961689,-3.185,-3.114092016,,,,,,,,
0.853,0.280306606,,,-1.911,-2.926405765,-3.236,-3.163675434,,,,,,,,
0.369,-0.237023527,,,-2.282,-3.358647112,-3.362,-3.288187119,,,,,,,,
0.064,-0.415164495,,,-1.372,-2.549438546,-3.403,-3.333411869,,,,,,,,
0.875,0.300821373,,,-2.279,-3.355009355,-3.216,-3.146411869,,,,,,,,
-1.111,-1.727126299,,,-1.425,-2.606936403,-3.113,-3.041818959,,,,,,,,
-0.918,-1.483992587,,,-2.483,-3.498539185,-3.045,-2.977977607,,,,,,,,
-0.146,-0.626398673,,,-2.128,-3.254882696,-2.793,-2.730103097,,,,,,,,
-1.513,-2.129126299,,,-1.201,-2.362726338,-1.979,-1.916103097,,,,,,,,
-1.244,-1.811412978,,,-2.523,-3.54620698,-2.297,-2.23237377,,,,,,,,
-1.539,-2.020597336,,,-1.654,-2.721841668,-2.495,-2.434434425,,,,,,,,
-1.821,-2.438681484,,,-2.078,-3.203303177,-0.716,-0.659462661,,,,,,,,
-0.645,-1.212412978,,,-2.466,-3.489063088,-0.646,-0.593458759,,,,,,,,
-0.105,-0.595245295,,,-1.791,-2.921378116,-2.147,-2.094458759,,,,,,,,
-1.617,-2.236189721,,,-1.541,-2.678176855,-0.633,-0.584422999,,,,,,,,
-1.305,-1.865630155,,,-1.386,-2.543228793,-0.506,-0.461355661,,,,,,,,
-0.216,-0.706245295,,,-2.298,-3.364920373,-0.439,-0.39825702,,,,,,,,
-1.186,-1.805189721,,,-2.042,-3.144652038,-0.504,-0.467127354,,,,,,,,
-0.073,-0.564389733,,,-2.13,-3.225595789,-0.544,-0.507127354,,,,,,,,
-1.265,-1.826944651,,,-2.138,-3.226492879,-1.267,-1.239787933,,,,,,,,
-1.766,-2.395310696,,,-2.463,-3.478253401,-3.713,-3.695380638,,,,,,,,
-0.084,-0.582958855,,,-2.262,-3.320637484,-3.579,-3.565161212,,,,,,,,
-1.33,-1.891944651,,,-1.508,-2.656170116,-3.556,-3.545912192,,,,,,,,
-1.057,-1.679063878,,,-2.186,-3.258937219,-3.456,-3.451659923,,,,,,,,
-0.091,-0.591083667,,,-1.719,-2.813060499,-2.981,-2.986095999,,,,,,,,
-1.108,-1.671216496,,,-2.244,-3.309808038,-1.815,-1.820095999,,,,,,,,
-1.388,-2.010063878,,,-2.437,-3.429184671,-0.49,-0.500773096,,,,,,,,
-0.288,-0.789170747,,,-2.327,-3.311779456,-0.633,-0.643773096,,,,,,,,
-1.533,-2.156429092,,,-2.493,-3.470349016,-0.615,-0.635116507,,,,,,,,
-2.163,-2.71929555,,,-1.652,-2.737444612,-0.662,-0.685789933,,,,,,,,
-0.06,-0.568841123,,,-1.127,-2.291520633,-0.634,-0.663403756,,,,,,,,
-1.495,-2.109796036,,,-1.559,-2.704538136,-1.146,-1.179052932,,,,,,,,
-1.345,-1.90129555,,,-2.501,-3.463282159,-1.332,-1.365052932,,,,,,,,
0.047,-0.470661087,,,-1.397,-2.545982976,-1.488,-1.530263574,,,,,,,,
-1.958,-2.574093501,,,-0.725,-1.886336725,-2.024,-2.075424715,,,,,,,,
0.05,-0.467661087,,,-1.558,-2.69437419,-2.187,-2.238424715,,,,,,,,
-1.185,-1.742463333,,,-1.496,-2.638709708,-2.246,-2.306539324,,,,,,,,
-1.935,-2.460483966,,,-1.088,-2.157932828,-1.492,-1.552539324,,,,,,,,
-2.625,-3.158375409,,,-1.421,-2.572932851,-1.695,-1.759096984,,,,,,,,
-0.924,-1.474472917,,,-2.436,-3.390650686,-0.543,-0.610629344,,,,,,,,
-2.275,-2.892343046,,,-1.661,-2.729147163,-0.792,-0.868662965,,,,,,,,
-2.191,-2.733426928,,,-1.095,-2.231471516,-2.77,-2.850152326,,,,,,,,
-0.077,-0.627472917,,,-1.686,-2.752174295,-2.885,-2.970658861,,,,,,,,
-1.854,-2.471343046,,,-2.359,-3.269389866,-3.309,-3.394658861,,,,,,,,
-1.92,-2.538544365,,,-2.415,-3.354337831,-3.414,-3.508620383,,,,,,,,
-1.699,-2.317544365,,,-1.438,-2.565082645,-3.442,-3.540077716,,,,,,,,
